iter	Logloss
295	0.3503078107
296	0.3500706135
297	0.3498032432
298	0.3496187344
299	0.3494429655
300	0.3492455278
301	0.3490670617
302	0.3489324704
303	0.3485386512
304	0.3483349149
305	0.3480638771
306	0.3478725016
307	0.3477033052
308	0.3475379567
309	0.3473709951
310	0.3471328311
311	0.3468980829
312	0.3468058307
313	0.3466631162
314	0.3465398417
315	0.3463448155
316	0.3461638563
317	0.3459910893
318	0.3458657067
319	0.3456937151
320	0.3455810304
321	0.3454394377
322	0.3451932327
323	0.3450078146
324	0.344830834
325	0.3445805944
326	0.3443570481
327	0.3440745898
328	0.343841605
329	0.3436539582
330	0.3435231273
331	0.3433540646
332	0.3431467804
333	0.3429847347
334	0.3427819183
335	0.3425806708
336	0.3422950066
337	0.3420966772
338	0.3418458556
339	0.3416832668
340	0.3414236996
341	0.3412027352
342	0.3409017762
343	0.3406687611
344	0.3404861968
345	0.34020146
346	0.3400896306
347	0.3398687051
348	0.3397558051
349	0.3395369768
350	0.3393116892
351	0.3391393896
352	0.3389434947
353	0.3388264464
354	0.3387370148
355	0.338577903
356	0.3383068499
357	0.3380769822
358	0.3379451398
359	0.337723579
360	0.3376385101
361	0.3374748086
362	0.3372293499
363	0.337099561
364	0.3369891656
365	0.3368946096
366	0.3366989699
367	0.3365665338
368	0.3364172025
369	0.336226968
370	0.3360763736
371	0.33574832
372	0.3354319641
373	0.3352382474
374	0.3350928578
375	0.33495041
376	0.3347090002
377	0.3345629733
378	0.3343849182
379	0.3343163004
380	0.3342023567
381	0.3340113574
382	0.3338548941
383	0.3336923589
384	0.3334442038
385	0.3333254862
386	0.3331204971
387	0.332904967
388	0.3327552783
389	0.3326565762
390	0.3324333269
391	0.3323400512
392	0.3321634312
393	0.3319999287
394	0.3317747273
395	0.3316946755
396	0.3315617469
397	0.3313624187
398	0.3312436826
399	0.3310403108
400	0.3309311025
401	0.3308414364
402	0.3306179589
403	0.3304858895
404	0.3303573399
405	0.330139982
406	0.3297999891
407	0.3296834329
408	0.3295012513
409	0.3292853194
410	0.329108781
411	0.3288978254
412	0.32875486
413	0.3285270255
414	0.3283814757
415	0.3282024673
416	0.3280530922
417	0.3278974962
418	0.3276640106
419	0.3275225712
420	0.3272793955
421	0.3271313641
422	0.3269251552
423	0.3267230757
424	0.3266930922
425	0.3265865669
426	0.3263933704
427	0.3261560444
428	0.3260052701
429	0.3258057165
430	0.3256575024
431	0.3254929284
432	0.3252576776
433	0.3249603668
434	0.3247941686
435	0.3246987044
436	0.3245748426
437	0.324487146
438	0.3242981141
439	0.3240585428
440	0.3238724901
441	0.3237157574
442	0.3234531067
443	0.3232564008
444	0.3231245734
445	0.3229816732
446	0.3227679042
447	0.3226471303
448	0.3225079866
449	0.3224175805
450	0.3222238365
451	0.3220185094
452	0.3218535308
453	0.321676171
454	0.3215494968
455	0.3214026366
456	0.3212148102
457	0.3210200763
458	0.320864106
459	0.3205991836
460	0.3204677941
461	0.320252741
462	0.3201237657
463	0.3199129785
464	0.3197424079
465	0.319645879
466	0.319387773
467	0.3192959346
468	0.3191604457
469	0.3189416929
470	0.3188472003
471	0.3187115201
472	0.3185389644
473	0.3183126619
474	0.3181419622
475	0.3179822521
476	0.3178613411
477	0.3177049207
478	0.3175621492
479	0.3173311692
480	0.3171722069
481	0.3170220103
482	0.316918263
483	0.3167718469
484	0.3166271197
485	0.3164083534
486	0.3162731396
487	0.3161080964
488	0.3159331653
489	0.3157705822
490	0.3156173121
491	0.3154177764
492	0.3153093139
493	0.3151127266
494	0.3149907433
495	0.3148688812
496	0.3147677949
497	0.3145696023
498	0.3144124312
499	0.3142186963
500	0.3140024913
501	0.3138736742
502	0.3137760486
503	0.3136068134
504	0.3134674485
505	0.3132831408
506	0.3131639161
507	0.3129451565
508	0.3128331905
509	0.3127170573
510	0.3124868071
511	0.3123370801
512	0.3120155563
513	0.3119093826
514	0.3117340635
515	0.3115868765
516	0.3113756167
517	0.3111818672
518	0.310929543
519	0.3106682471
520	0.3105137398
521	0.3103708845
522	0.3100795038
523	0.3099687998
524	0.3097581549
525	0.3095799962
526	0.3094337543
527	0.3092668911
528	0.3091184333
529	0.308873519
530	0.3087161289
531	0.3085689509
532	0.3084552581
533	0.3083139218
534	0.3080714933
535	0.3079035437
536	0.3076894479
537	0.3076004226
538	0.3074529437
539	0.3072732718
540	0.3071499029
541	0.306969883
542	0.3067240196
543	0.306553932
544	0.3064389076
545	0.3063250015
546	0.3062445485
547	0.3061039533
548	0.3059211668
549	0.3057564062
550	0.3056326519
551	0.3055171737
552	0.3053294844
553	0.3051751001
554	0.3049827252
555	0.3049009912
556	0.3047391088
557	0.3046217016
558	0.3044133294
559	0.304291378
560	0.3041376403
561	0.3040153857
562	0.3039267828
563	0.3037817049
564	0.3035455976
565	0.3032303402
566	0.3031203621
567	0.3030015174
568	0.302862699
569	0.3026852703
570	0.3024889785
571	0.3023939023
572	0.3022680459
573	0.3020712187
574	0.3019275347
575	0.3017172979
576	0.3015531156
577	0.3014437184
578	0.3012500902
579	0.3010610576
580	0.3009198456
581	0.300802098
582	0.3006124633
583	0.3004284971
584	0.3001800157
585	0.3000990381
586	0.2999427475
587	0.2998421978
588	0.2997270172
589	0.2994035637
590	0.2992321569
591	0.2991679151
592	0.2989974632
593	0.298750987
594	0.2986002841
595	0.2984786481
596	0.298369777
597	0.2982042279
598	0.2980834169
599	0.2979543114
600	0.2978214053
601	0.2976900509
602	0.2975510199
603	0.2973957819
604	0.2971536925
605	0.2970244013
606	0.2968159234
607	0.2967628257
608	0.2966128483
609	0.2965080322
610	0.2963573386
611	0.2963000498
612	0.296192762
613	0.2960359185
614	0.2958335864
615	0.295741447
616	0.2955761919
617	0.2954314222
618	0.2953123533
619	0.2951777182
620	0.2950079517
621	0.2949556245
622	0.2948317494
623	0.2945900227
624	0.2943952505
625	0.2941906076
626	0.2940673533
627	0.2939015307
628	0.293863635
629	0.2937203581
630	0.2935658765
631	0.2933921627
632	0.2931838678
633	0.2930722364
634	0.292823413
635	0.2926929343
636	0.2925502852
637	0.2924007517
638	0.2922868172
639	0.2921714746
640	0.2920521939
641	0.291904233
642	0.2917608427
643	0.291591585
644	0.2915006232
645	0.2914374773
646	0.2912929656
647	0.2912465755
648	0.2911142532
649	0.2908600239
650	0.2907257934
651	0.2906049569
652	0.2905207199
653	0.2904257686
654	0.2902933964
655	0.2901644429
656	0.28997188
657	0.2898334885
658	0.2896352771
659	0.2894692851
660	0.2893568312
661	0.2892070818
662	0.2890792151
663	0.2890209717
664	0.288899169
665	0.2888658943
666	0.2886611343
667	0.2885209386
668	0.2884157587
669	0.2882618217
670	0.2881747278
671	0.2879644277
672	0.287875183
673	0.2877135373
674	0.287592
675	0.2874431833
676	0.2873499635
677	0.2871937928
678	0.2870338431
679	0.2868713235
680	0.2866380232
681	0.2865723854
682	0.2864432352
683	0.2863316067
684	0.2861120001
685	0.2859076196
686	0.2857630357
687	0.2855967199
688	0.2854729481
689	0.2854039938
690	0.2853688069
691	0.2852675499
692	0.285132991
693	0.2850073387
694	0.2848662695
695	0.2847795508
696	0.2846365483
697	0.2844754084
698	0.2843866379
699	0.2841848252
700	0.2840530066
701	0.2839089611
702	0.2837294322
703	0.2835836405
704	0.2834886198
705	0.2832638705
706	0.2831880187
707	0.2830712934
708	0.282958567
709	0.2827387816
710	0.2825990467
711	0.282493711
712	0.2823897837
713	0.2821320896
714	0.2820815413
715	0.2818730504
716	0.2817970487
717	0.2816556291
718	0.2815135317
719	0.2814786122
720	0.2813534709
721	0.2811849573
722	0.2810775877
723	0.2809489391
724	0.2807874702
725	0.2807397195
726	0.280579486
727	0.2805035075
728	0.2803597422
729	0.2801764465
730	0.2800316941
731	0.2799399752
732	0.2798255691
733	0.2796538256
734	0.2795321186
735	0.2794145878
736	0.2792072523
737	0.2790621402
738	0.278928838
739	0.2788285221
740	0.2787028462
741	0.2784665953
742	0.2783606902
743	0.2782784623
744	0.2781630905
745	0.2779942035
746	0.2778230903
747	0.2776760428
748	0.2776342355
749	0.2774742446
750	0.2773864374
751	0.2772699742
752	0.2771302855
753	0.2768852301
754	0.2767833582
755	0.2767336215
756	0.276684512
757	0.2765916678
758	0.2764624271
759	0.2763345487
760	0.276183485
761	0.2760576236
762	0.2759960564
763	0.2758629307
764	0.2757049739
765	0.2756056886
766	0.2755661366
767	0.2754408805
768	0.2752097867
769	0.275098932
770	0.2749888366
771	0.2747847617
772	0.2745784336
773	0.2744280334
774	0.2742846426
775	0.2741475126
776	0.2740239381
777	0.2738151265
778	0.2736756808
779	0.2735322022
780	0.2734386182
781	0.2733414117
782	0.2732311328
783	0.2730852712
784	0.2729156551
785	0.2728360518
786	0.2727408154
787	0.2725533853
788	0.2724077937
789	0.2722519375
790	0.2721953566
791	0.2721220594
792	0.272031037
793	0.2719115536
794	0.2717753814
795	0.2716833921
796	0.2715785012
797	0.271445053
798	0.2712333476
799	0.2710850291
800	0.2708579213
801	0.2707086998
802	0.2705705835
803	0.2704510302
804	0.2703432444
805	0.2701171058
806	0.2699058112
807	0.2697246211
808	0.2696105901
809	0.2694891743
810	0.2693553886
811	0.2692526587
812	0.2691438883
813	0.2689744906
814	0.2688272999
815	0.268618927
816	0.2685132358
817	0.2683302123
818	0.2681816348
819	0.2680908304
820	0.2679723964
821	0.2678361162
822	0.2677157287
823	0.2675981031
824	0.2674204762
825	0.2672870266
826	0.2671182781
827	0.2670223417
828	0.2667959084
829	0.2667117232
830	0.2666181912
831	0.2664979048
832	0.2663967683
833	0.2662507736
834	0.2661597705
835	0.2659477612
836	0.2658485979
837	0.2657158318
838	0.2655313925
839	0.2654888093
840	0.2654045422
841	0.2652916757
842	0.2652035603
843	0.2650904839
844	0.2649936753
845	0.2647849687
846	0.2647213842
847	0.2646111758
848	0.2645030659
849	0.2643638729
850	0.2642962621
851	0.2641708855
852	0.2641131999
853	0.2639981645
854	0.263870494
855	0.2637622838
856	0.2637012622
857	0.2635997054
858	0.2635085792
859	0.2633568384
860	0.2632242116
861	0.2630288935
862	0.2629056319
863	0.2627898324
864	0.262649643
865	0.2625393438
866	0.2624038611
867	0.2623179057
868	0.2622196101
869	0.2621278095
870	0.2619939284
871	0.2618887134
872	0.2618058222
873	0.2616905081
874	0.2616223545
875	0.2615946902
876	0.2614950258
877	0.2614131755
878	0.2613037681
879	0.2611968649
880	0.2610814062
881	0.2609389112
882	0.2608575748
883	0.2607578609
884	0.2606096284
885	0.2604843336
886	0.2604182393
887	0.2603229129
888	0.2601994589
889	0.2601017232
890	0.2599934411
891	0.259900083
892	0.2597895719
893	0.2596826324
894	0.2596455549
895	0.2595390955
896	0.2593274914
897	0.2592140912
898	0.259074349
899	0.2589699215
900	0.2589026414
901	0.2588076988
902	0.2586000325
903	0.2585149756
904	0.2584555656
905	0.2582652372
906	0.2580583698
907	0.2579295338
908	0.2577682105
909	0.2576760759
910	0.2575040204
911	0.2574245669
912	0.2573150535
913	0.2571372351
914	0.2568774353
915	0.2567290799
916	0.2565201281
917	0.2563464188
918	0.2562399199
919	0.2561570956
920	0.2560428147
921	0.2559653056
922	0.2558573483
923	0.2557663372
924	0.2555748784
925	0.2554839891
926	0.2553043834
927	0.2552158885
928	0.2550649222
929	0.2548785605
930	0.2547172681
931	0.2546119109
932	0.2545549403
933	0.2543698233
934	0.2541249228
935	0.2539754699
936	0.2538370239
937	0.2536734297
938	0.2535867034
939	0.2534635259
940	0.2534360596
941	0.2532546659
942	0.2529535757
943	0.2528237262
944	0.2526865225
945	0.2526067015
946	0.2525017947
947	0.2523566783
948	0.2522561775
949	0.2521588637
950	0.252026317
951	0.2519822522
952	0.2518974535
953	0.2517297968
954	0.2516617733
955	0.2515038095
956	0.2513669746
957	0.2512905858
958	0.2511817486
959	0.2511609694
960	0.2510828131
961	0.2509557474
962	0.2508192084
963	0.2506535119
964	0.2505437315
965	0.2504199151
966	0.2502824002
967	0.2502511585
968	0.2501400301
969	0.2500132458
970	0.2498353389
971	0.2496934916
972	0.2496012856
973	0.2494858477
974	0.2494110088
975	0.249277354
976	0.2491661634
977	0.2490745366
978	0.2488935724
979	0.2487870101
980	0.2486302522
981	0.2485121231
982	0.2483940875
983	0.248289902
984	0.2481153442
985	0.2480588511
986	0.2479672694
987	0.2478602999
988	0.2477521684
989	0.2476751728
990	0.2476302032
991	0.2475218319
992	0.2474323451
993	0.2472816445
994	0.2471890743
995	0.2470462043
996	0.2469634334
997	0.2468448861
998	0.2466649501
999	0.2466034073
